
 1652 	 2
 2166 	 2
 2171 	 2
 2172 	 1
 2177 	 2
 2178 	 2
 2179 	 2
 2194 	 2
 2195 	 2
 2196 	 2
 2331 	 2
 2332 	 2
 2333 	 2
 2334 	 2
 2338 	 2
 2339 	 2
 2340 	 2
 2341 	 2
 2342 	 2
 2343 	 2
 2349 	 2
 2406 	 2
 2407 	 2
 2409 	 2
 3640 	 2
 3641 	 2
 3651 	 2
 3699 	 2
 3962 	 2
 3963 	 2
 3964 	 2
 3965 	 2
 3968 	 2
 3996 	 2
 4006 	 2
 4007 	 1
 4046 	 2
 4226 	 2
 4256 	 2
 4270 	 2
 4318 	 2
 4429 	 2
 4430 	 2
 4431 	 2
 4432 	 2
 4433 	 2
 4434 	 2
 4435 	 2
 4436 	 2
 4437 	 2
 4438 	 2
 4439 	 2
 4440 	 2
 4441 	 2
 4442 	 2
 4443 	 2
 4444 	 2
 4445 	 2
 4446 	 2
 4447 	 2
 4448 	 2
 4805 	 2
 4828 	 2
 4843 	 2
 5385 	 2
 5457 	 2
 5458 	 2
 5459 	 2
 5461 	 2
 5462 	 2
 5464 	 2
 5465 	 2
 5466 	 2
 5467 	 1
 5765 	 2
 6176 	 2
 6318 	 2
 6361 	 2
 6444 	 2
 6447 	 2
 6448 	 2
 6449 	 2
 6450 	 2
 6456 	 2
 6466 	 2
 6475 	 2
 6480 	 2
 6486 	 2
 6489 	 2
 6494 	 2
 6495 	 2
 6497 	 2
 6501 	 2
 6506 	 2
 6512 	 2
 6520 	 2
 6524 	 2
 6525 	 2
 6526 	 2
 6590 	 2
 6591 	 2
 6596 	 2
 6600 	 5
 6601 	 2
 6617 	 2
 6621 	 2
 6625 	 2
 6633 	 2
 6634 	 2
 6635 	 2
 6645 	 1
 6651 	 1
 6656 	 2
 6657 	 2
 6664 	 2
 6671 	 2
 6672 	 2
 6688 	 2
 6691 	 2
 6701 	 2
 6704 	 2
 6720 	 2
 6722 	 2
 6725 	 2
 6727 	 2
 6732 	 2
 6742 	 2
 6746 	 1
 6748 	 2
 6759 	 2
 6762 	 2
 6766 	 2
 6788 	 2
 6791 	 2
 6792 	 2
 6803 	 2
 6810 	 2
 6812 	 2
 6813 	 2
 6817 	 2
 6819 	 2
 6822 	 2
 6824 	 2
 6838 	 2
 6864 	 2
 6868 	 2
 6872 	 2
 6873 	 2
 6896 	 2
 6925 	 2
 6930 	 2
 6931 	 2
 6935 	 2
 6936 	 2
 6943 	 2
 6947 	 2
 6950 	 3
 6959 	 2
 6980 	 2
 6981 	 2
 6998 	 2
 7004 	 2
 7015 	 2
 7017 	 2
 7021 	 2
 7023 	 2
 7028 	 2
 7033 	 2
 7034 	 2
 7059 	 2
 7060 	 2
 7063 	 2
 7067 	 2
 7072 	 2
 7101 	 2
 7116 	 2
 7119 	 2
 7120 	 2
 7122 	 2
 7126 	 2
 7144 	 2
 7146 	 2
 7150 	 2
 7153 	 2
 7157 	 2
 7162 	 2
 7180 	 2
 7186 	 2
 7208 	 2
 7213 	 2
 7233 	 2
 7234 	 2
 7237 	 2
 7240 	 2
 7264 	 2
 7272 	 2
 7274 	 2
 7276 	 2
 7283 	 2
 7317 	 2
 7326 	 2
 7327 	 2
 7329 	 2
 7334 	 2
 7352 	 2
 7381 	 2
 7385 	 2
 7392 	 2
 7396 	 2
 7398 	 2
 7400 	 10
 7405 	 2
 7409 	 2
 7410 	 2
 7424 	 2
 7425 	 2
 7427 	 2
 7428 	 2
 7430 	 2
 7431 	 2
 7436 	 2
 7437 	 2
 7440 	 2
 7443 	 2
 7450 	 2
 7454 	 2
 7469 	 2
 7473 	 2
 7475 	 2
 7480 	 2
 7517 	 2
 7518 	 2
 7528 	 2
 7531 	 2
 7538 	 2
 7540 	 2
 7541 	 2
 7549 	 2
 7551 	 2
 7554 	 2
 7558 	 2
 7572 	 2
 7582 	 2
 7585 	 2
 7586 	 1
 7591 	 2
 7607 	 2
 7616 	 2
 7619 	 2
 7621 	 2
 7623 	 2
 7631 	 2
 7634 	 2
 7635 	 2
 7641 	 2
 7645 	 2
 7648 	 2
 7657 	 2
 7665 	 2
 7667 	 2
 7669 	 2
 7670 	 2
 7677 	 2
 7680 	 2
 7696 	 2
 7699 	 2
 7703 	 2
 7719 	 2
 7730 	 2
 7733 	 2
 7737 	 2
 7739 	 2
 7743 	 2
 7746 	 2
 7762 	 1
 7765 	 2
 7766 	 2
 7791 	 2
 7806 	 2
 7808 	 2
 7812 	 2
 7815 	 2
 7821 	 2
 7823 	 1
 7836 	 2
 7845 	 2
 7852 	 2
 7884 	 2
 7885 	 2
 7893 	 2
 7910 	 2
 7915 	 2
 7917 	 2
 7940 	 2
 7942 	 2
 7943 	 2
 7950 	 2
 7957 	 2
 7962 	 2
 7963 	 2
 7965 	 2
 8003 	 2
 8008 	 2
 8010 	 2
 8034 	 2
 8039 	 2
 8048 	 2
 8049 	 2
 8050 	 2
 8054 	 2
 8058 	 2
 8077 	 2
 8081 	 2
 8082 	 1
 8087 	 2
 8110 	 2
 8125 	 2
 8126 	 2
 8134 	 2
 8137 	 2
 8142 	 2
 8153 	 2
 8156 	 2
 8179 	 2
 8185 	 2
 8186 	 2
 8200 	 2
 8211 	 2
 8219 	 2
 8223 	 2
 8224 	 2
 8234 	 2
 8242 	 2
 8243 	 2
 8247 	 2
 8249 	 2
 8252 	 2
 8274 	 2
 8280 	 2
 8288 	 2
 8295 	 2
 8300 	 2
 8303 	 2
 8304 	 2
 8314 	 2
 8315 	 2
 8316 	 2
 8317 	 2
 8322 	 2
 8323 	 2
 8324 	 2
 8325 	 2
 8326 	 2
 8328 	 2
 8330 	 2
 8331 	 2
